method,case,scope,patch_count,valid_auroc_count,pseudo_accuracy,reliability_mean,auroc,auprc,spearman,aggregation
real_gamma_joint_product,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.08890567956063371,0.6196625358647275,0.7990710606457272,0.1726470098336008,case_patch_macro
real_gamma_joint_product,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.28613104732798067,0.8147139946056782,0.9990393942041527,0.18794508481653605,case_patch_macro
real_gamma_world_stability,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.5102658324218728,0.991331292210817,0.9999806263166279,0.06171840988240223,case_patch_macro
real_gamma_world_stability,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.23226698557184033,0.6710056348901623,0.8493788780250127,0.25452539073105285,case_patch_macro
real_gamma_world_stability,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.4999999344913956,0.81525476985999,0.9990353947032249,0.18851847729060864,case_patch_macro
real_pairwise_joint_product,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.29390827359443483,0.9968956139172079,0.9999954342595236,0.06233736156912392,case_patch_macro
real_pairwise_joint_product,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.08497684211629157,0.5703550255122372,0.7544711904214053,0.09522563484471255,case_patch_macro
real_pairwise_joint_product,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.28596521630880517,0.8152497801735014,0.9990396014661895,0.18796015851984194,case_patch_macro
real_pairwise_world_stability,HEM_PA101.nii.gz,background,4,2,0.9991463512212724,0.5113369206311049,0.9930325465065148,0.9999898398924427,0.06163885889078831,case_patch_macro
real_pairwise_world_stability,HEM_PA101.nii.gz,foreground,4,2,0.5078526931496223,0.19481836256495247,0.5964854447690354,0.7944385460734749,0.14062191633707333,case_patch_macro
real_pairwise_world_stability,HEM_PA101.nii.gz,overall,4,3,0.9921658480608905,0.4999999347083796,0.8150467800026858,0.9990550830630834,0.18827210339624736,case_patch_macro
confidence_rank,HCC_10020116_20180118.nii.gz,background,4,4,0.9984215929545681,0.5079041210912407,0.984934958533018,0.9999636043632585,0.1849506407543754,case_patch_macro
confidence_rank,HCC_10020116_20180118.nii.gz,foreground,4,4,0.8507272333456444,0.05201646135726567,0.7588826068960528,0.889697030537523,0.2467416901104363,case_patch_macro
confidence_rank,HCC_10020116_20180118.nii.gz,overall,4,4,0.9969105897126374,0.5000000671013308,0.9826767803488108,0.9999497126243274,0.20998976485219797,case_patch_macro
real_blur_joint_product,HCC_10020116_20180118.nii.gz,background,4,4,0.9984215929545681,0.2992040135099241,0.9982587519456687,0.9999967922442795,0.13133348815324414,case_patch_macro
real_blur_joint_product,HCC_10020116_20180118.nii.gz,foreground,4,4,0.8507272333456444,0.003251791831915299,0.6429824346994275,0.8538071818494242,0.08568073636736709,case_patch_macro
