variant,epoch,case_position,training_order_index,case,patch_count,mean_patch_loss,gradient_norm,update_delta_norm,optimizer_updates,learning_rate,weight_decay,initial_lora_state_digest
B_source_hard,5,9,129,HEM_PA97.nii.gz,50,0.007633180527536751,0.000758450769353658,0.003022620687261224,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,10,130,ICC_PA18.nii.gz,20,0.007680328068090603,0.004549338947981596,0.0028274483047425747,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,11,131,HEM_PA34.nii.gz,20,0.003456034537521191,0.0010194751666858792,0.00259625306352973,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,12,132,HEM_PA24.nii.gz,16,0.003707355135702528,0.0069726682268083096,0.0031069922260940075,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,13,133,MET_PA13.nii.gz,20,0.003404991414572578,0.0017583502922207117,0.002881600521504879,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,14,134,FNH_PA10.nii.gz,20,0.0053981724078767,0.001903028809465468,0.0026446746196597815,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,15,135,CYST_PA69.nii.gz,60,0.007604895716455454,0.0016406627837568521,0.002458274131640792,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,16,136,HCC_10142924_20170911.nii.gz,15,0.0053883085687023895,0.006874104496091604,0.0024327742867171764,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,17,137,HCC_10136895_20170421.nii.gz,15,0.009785910431916515,0.01663067936897278,0.003635789267718792,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,18,138,HCC_10140276_20170721.nii.gz,15,0.006620249447102348,0.002158980816602707,0.0033344354014843702,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,19,139,CYST_PA54.nii.gz,2,0.0038126532454043627,0.014881288632750511,0.003427723189815879,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,20,140,CYST_PA37.nii.gz,16,0.0036254331151826785,0.004479415714740753,0.003224574727937579,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,21,141,HCC_10074592_20130816.nii.gz,15,0.00526723249592275,0.004503725096583366,0.003005411708727479,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,22,142,HCC_PA0.nii.gz,25,0.011386787355877458,0.0014037661021575332,0.00274076359346509,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,23,143,HCC_10147777_20171222.nii.gz,12,0.004525247126972924,0.0015107362996786833,0.002533857012167573,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,24,144,CYST_PA38.nii.gz,3,0.0027182314855357013,0.005908202845603228,0.002443597186356783,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,25,145,HEM_PA56.nii.gz,3,0.0034233202847341695,0.0051942686550319195,0.0023298263549804688,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,26,146,CYST_PA56.nii.gz,20,0.004442402040149318,0.0033562942408025265,0.0022589359432458878,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,27,147,CYST_PA20.nii.gz,12,0.0066703071546119945,0.010309036821126938,0.0025582017842680216,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,28,148,FNH_PA32.nii.gz,3,0.0035727649616698423,0.008632870391011238,0.0025034218560904264,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,29,149,HEM_PA66.nii.gz,3,0.0025865357213964066,0.005585889331996441,0.0024400230031460524,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
B_source_hard,5,30,150,CYST_PA53.nii.gz,2,0.0040199728682637215,0.01845588907599449,0.0032318306621164083,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,1,1,CYST_PA69.nii.gz,60,0.0249074365478009,0.2295730710029602,0.037435345351696014,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,2,2,CYST_PA37.nii.gz,16,0.022910100538865663,0.06997086107730865,0.04104997217655182,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,3,3,CYST_PA53.nii.gz,2,0.012640924658626318,0.037922512739896774,0.03593122586607933,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,4,4,HEM_PA24.nii.gz,16,0.018512945214752108,0.0633126050233841,0.03718220070004463,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,5,5,CYST_PA74.nii.gz,20,0.018334445392792987,0.07079833000898361,0.038575515151023865,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,6,6,FNH_PA32.nii.gz,3,0.018019698249797027,0.11674214154481888,0.03647957742214203,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,7,7,HCC_10074592_20130816.nii.gz,15,0.02380872736684978,0.17036975920200348,0.03656988963484764,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,8,8,HCC_10142924_20170911.nii.gz,15,0.020211122184991836,0.11117470264434814,0.03809172660112381,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,9,9,ICC_PA18.nii.gz,20,0.023184178117662668,0.1490325927734375,0.038702212274074554,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,10,10,HCC_10081574_20140213.nii.gz,12,0.02109803818166256,0.15408284962177277,0.03929589316248894,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,11,11,FNH_PA10.nii.gz,20,0.014649013872258365,0.09189333021640778,0.03899405524134636,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,12,12,HEM_PA66.nii.gz,3,0.010711375003059706,0.08529165387153625,0.03748606890439987,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,13,13,CYST_PA54.nii.gz,2,0.012144992593675852,0.10900340974330902,0.03692624345421791,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,14,14,CYST_PA56.nii.gz,20,0.010233745746154455,0.05383335426449776,0.035188864916563034,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,15,15,HCC_10140276_20170721.nii.gz,15,0.011347237962763757,0.058534085750579834,0.03417447954416275,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,16,16,HEM_PA13.nii.gz,20,0.007455029040829686,0.031028037890791893,0.032351456582546234,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,17,17,HEM_PA99.nii.gz,80,0.015418213773335427,0.0907057374715805,0.029921984300017357,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,18,18,MET_PA25.nii.gz,20,0.008595833950352016,0.046597760170698166,0.02904418855905533,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,19,19,HEM_PA97.nii.gz,50,0.008985849805176258,0.012391731142997742,0.026890797540545464,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,20,20,HCC_PA0.nii.gz,25,0.012363573759794235,0.029063807800412178,0.025593066588044167,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,21,21,HCC_10147777_20171222.nii.gz,12,0.00742265935211132,0.03174393251538277,0.024629991501569748,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,22,22,HEM_PA34.nii.gz,20,0.005127936182543635,0.0327652171254158,0.023238228633999825,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,23,23,MET_PA13.nii.gz,20,0.004684391530463472,0.021222785115242004,0.022026434540748596,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,24,24,CYST_PA38.nii.gz,3,0.004715348593890667,0.04490271583199501,0.02136743813753128,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,25,25,MET_PA19.nii.gz,20,0.00456449578050524,0.019182860851287842,0.020106438547372818,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,26,26,CYST_PA20.nii.gz,12,0.009345601623257002,0.08818010985851288,0.02037295326590538,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,27,27,HEM_PA56.nii.gz,3,0.004747974996765454,0.028001613914966583,0.019351297989487648,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,28,28,HCC_10136895_20170421.nii.gz,15,0.009440950685044906,0.02610170654952526,0.018620861694216728,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,29,29,HCC_10076307_20130925.nii.gz,15,0.007946121195952097,0.04570028930902481,0.018545472994446754,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,1,30,30,CYST_PA19.nii.gz,20,0.0034161335846874864,0.010559776797890663,0.017217623069882393,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,1,31,HEM_PA34.nii.gz,20,0.0037092497455887496,0.011389690451323986,0.016043230891227722,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,2,32,HCC_PA0.nii.gz,25,0.01248486933411577,0.004786954261362553,0.014752987772226334,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,3,33,HEM_PA24.nii.gz,16,0.004169453954091296,0.01655496284365654,0.014018489047884941,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,4,34,CYST_PA37.nii.gz,16,0.004161686520279151,0.015119892545044422,0.013379691168665886,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,5,35,FNH_PA32.nii.gz,3,0.004438246600329876,0.016961446031928062,0.012479742057621479,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,6,36,HCC_10142924_20170911.nii.gz,15,0.005672126643670102,0.010880162939429283,0.011766460724174976,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,7,37,HCC_10081574_20140213.nii.gz,12,0.005190921957061316,0.025134673342108727,0.011497316882014275,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,8,38,CYST_PA19.nii.gz,20,0.0032519648637389766,0.0062229144386947155,0.010649207048118114,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,9,39,MET_PA13.nii.gz,20,0.0035152293858118355,0.005401520058512688,0.009903368540108204,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,10,40,CYST_PA38.nii.gz,3,0.003260241122916341,0.011502177454531193,0.009357098489999771,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,11,41,CYST_PA20.nii.gz,12,0.007070317612184833,0.02448466792702675,0.009395778179168701,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,12,42,HCC_10147777_20171222.nii.gz,12,0.0048950036289170384,0.005474164616316557,0.008759157732129097,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,13,43,CYST_PA69.nii.gz,60,0.008695719600655138,0.005487965419888496,0.008101589977741241,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,14,44,HEM_PA99.nii.gz,80,0.011656066033174284,0.010199792683124542,0.007658147718757391,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,15,45,HEM_PA56.nii.gz,3,0.004182619818796714,0.011183928698301315,0.007116648834198713,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,16,46,HCC_10136895_20170421.nii.gz,15,0.010487311678783346,0.014581842347979546,0.0069472286850214005,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,17,47,ICC_PA18.nii.gz,20,0.009538598929585973,0.0038439729250967503,0.0064666313119232655,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,18,48,HEM_PA66.nii.gz,3,0.003364129380012552,0.020509351044893265,0.006308353506028652,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,19,49,FNH_PA10.nii.gz,20,0.007035386521602049,0.0024080127477645874,0.005803214386105537,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,20,50,CYST_PA56.nii.gz,20,0.005148092529270798,0.005774450954049826,0.005541467573493719,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,21,51,HCC_10074592_20130816.nii.gz,15,0.005768244643695653,0.006815681699663401,0.005286912899464369,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,22,52,CYST_PA74.nii.gz,20,0.003006787275080569,0.007542406674474478,0.005041994154453278,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,23,53,HEM_PA97.nii.gz,50,0.010163325446192185,0.001808600383810699,0.004631841089576483,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,24,54,MET_PA25.nii.gz,20,0.005320156205561944,0.05323733389377594,0.0070607345551252365,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,25,55,CYST_PA54.nii.gz,2,0.005054240580648184,0.02680966630578041,0.006219860166311264,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,26,56,HCC_10140276_20170721.nii.gz,15,0.0073471679274613655,0.004726485814899206,0.005741281900554895,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,27,57,HEM_PA13.nii.gz,20,0.005897704163453454,0.0008344564703293145,0.0052268472500145435,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,28,58,MET_PA19.nii.gz,20,0.00473815666482551,0.01473146304488182,0.005118665285408497,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,29,59,HCC_10076307_20130925.nii.gz,15,0.006850654073059559,0.01145406998693943,0.004779716953635216,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,2,30,60,CYST_PA53.nii.gz,2,0.005770209827460349,0.04525703564286232,0.006244305986911058,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,1,61,HEM_PA99.nii.gz,80,0.012491282759583555,0.005870560649782419,0.0057618203572928905,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,2,62,ICC_PA18.nii.gz,20,0.009948486669928513,0.0029409241396933794,0.005219924729317427,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,3,63,CYST_PA74.nii.gz,20,0.003037146301358007,0.006395305972546339,0.004870838485658169,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,4,64,HEM_PA34.nii.gz,20,0.003906280398950912,0.0015734608750790358,0.004431749228388071,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,5,65,HCC_10140276_20170721.nii.gz,15,0.007371301103072862,0.003944762982428074,0.004050355404615402,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,6,66,HCC_PA0.nii.gz,25,0.014814459901671028,0.0009151273989118636,0.003674193983897567,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,7,67,HEM_PA66.nii.gz,3,0.0030994598055258393,0.012750758789479733,0.0038011798169463873,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,8,68,HCC_10136895_20170421.nii.gz,15,0.010900375809675704,0.007454623933881521,0.003621474141255021,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,9,69,MET_PA19.nii.gz,20,0.004633005033974768,0.013334346003830433,0.003695189952850342,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,10,70,CYST_PA69.nii.gz,60,0.009530968577989067,0.0023976590018719435,0.0034028098452836275,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,11,71,CYST_PA37.nii.gz,16,0.004091050386431538,0.0053601800464093685,0.0031877511646598577,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,12,72,CYST_PA20.nii.gz,12,0.007465935525639604,0.015686610713601112,0.0032518384978175163,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,13,73,HCC_10074592_20130816.nii.gz,15,0.005749939418941115,0.00534877460449934,0.0030424504075199366,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,14,74,FNH_PA32.nii.gz,3,0.004145701260616382,0.012048568576574326,0.0031591197475790977,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,15,75,HCC_10142924_20170911.nii.gz,15,0.006075613546029975,0.005194657947868109,0.003001610515639186,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,16,76,HCC_10147777_20171222.nii.gz,12,0.004988985465994726,0.002209289697930217,0.002758302493020892,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,17,77,CYST_PA53.nii.gz,2,0.00510327541269362,0.035125941038131714,0.005204008426517248,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,18,78,MET_PA13.nii.gz,20,0.0037258179305354132,0.002192860469222069,0.004725134000182152,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,19,79,HEM_PA56.nii.gz,3,0.0038649709119151034,0.0075242780148983,0.004694364964962006,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,20,80,HEM_PA97.nii.gz,50,0.010445873656034874,0.0009602031204849482,0.0042549073696136475,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,21,81,MET_PA25.nii.gz,20,0.004326186368416529,0.026363728567957878,0.0047456989996135235,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,22,82,HCC_10076307_20130925.nii.gz,15,0.006639077692913512,0.011694432236254215,0.004366077017039061,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,23,83,HEM_PA13.nii.gz,20,0.005580679743434303,0.0006497488357126713,0.003959867171943188,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,24,84,CYST_PA56.nii.gz,20,0.005066703256306937,0.00486979354172945,0.0036992826499044895,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,25,85,CYST_PA54.nii.gz,2,0.004373061936348677,0.020349301397800446,0.0047261896543204784,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,26,86,CYST_PA38.nii.gz,3,0.002950922081557413,0.005639046896249056,0.004326156806200743,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,27,87,FNH_PA10.nii.gz,20,0.006148400023812428,0.0018760162638500333,0.003917026333510876,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,28,88,HEM_PA24.nii.gz,16,0.004023570620120154,0.005323496647179127,0.0036257607862353325,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,29,89,HCC_10081574_20140213.nii.gz,12,0.004532531980657951,0.01039394922554493,0.0034478933084756136,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,3,30,90,CYST_PA19.nii.gz,20,0.0031227973668137565,0.0015580195467919111,0.003146706148982048,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,1,91,ICC_PA18.nii.gz,20,0.00866321843750537,0.004284609574824572,0.002914414508268237,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,2,92,HEM_PA34.nii.gz,20,0.0037155947647988796,0.0016536257462576032,0.002672364469617605,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,3,93,CYST_PA37.nii.gz,16,0.0039042945349982983,0.005613876972347498,0.002619433216750622,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,4,94,CYST_PA74.nii.gz,20,0.00283200705107447,0.002688261680305004,0.0024858852848410606,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,5,95,HCC_10142924_20170911.nii.gz,15,0.005855615650458882,0.007236316334456205,0.0024612359702587128,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,6,96,FNH_PA32.nii.gz,3,0.0038595218987514577,0.01002749614417553,0.002597958315163851,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,7,97,CYST_PA20.nii.gz,12,0.007098999941566338,0.014878537505865097,0.0031756015960127115,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,8,98,FNH_PA10.nii.gz,20,0.005901789863128215,0.0018459678394719958,0.0028963496442884207,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,9,99,CYST_PA19.nii.gz,20,0.0030825766356429086,0.001430416596122086,0.002646152162924409,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,10,100,HCC_10081574_20140213.nii.gz,12,0.004464186010106157,0.009910616092383862,0.002663498045876622,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,11,101,CYST_PA38.nii.gz,3,0.0028675687111293278,0.005911251530051231,0.0025913366116583347,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
C_wp_hard_fusion,4,12,102,HCC_PA0.nii.gz,25,0.012477697715581684,0.001342265633866191,0.0023779505863785744,1,0.0001,0.0,4808af58ef09336b526689389f08a9c7bb071b05d72bafa30cf96f66918b7972
