variant,reliability_source,epoch,step,case,patch_index,augmentation,pseudo_positive_voxels,pseudo_negative_voxels,positive_fraction,positive_weight_sum,positive_weight_mean,L_pos,negative_weight_sum,negative_weight_mean,L_neg,total_loss
A0_confidence_rank,confidence_rank,2,120,HEM_PA56.nii.gz,1,gamma:0.3,386275,6691613,0.05457489565014839,17199.609375,0.0445268489420414,0.0019124726532027125,3521745.0,0.5262923836708069,1.684751441644039e-05,0.0009646600810810924
A0_confidence_rank,confidence_rank,3,121,HEM_PA99.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,122,HEM_PA99.nii.gz,1,blur:1.5,396016,6681872,0.055951155722141266,19013.6796875,0.04801240190863609,0.04477648437023163,3519931.0,0.5267881751060486,0.0004168018058408052,0.02259664237499237
A0_confidence_rank,confidence_rank,3,123,HCC_10140276_20170721.nii.gz,0,blur:1.5,31095,7046793,0.0043932595290243626,163.19268798828125,0.005248196888715029,0.09092867374420166,3538781.25,0.5021832585334778,0.0001191037954413332,0.04552388936281204
A0_confidence_rank,confidence_rank,3,124,HCC_10140276_20170721.nii.gz,1,gamma:0.3,182908,6894980,0.025842173025012016,6179.546875,0.03378500044345856,0.00559294642880559,3532765.0,0.5123677253723145,8.535659435437992e-05,0.0028391515370458364
A0_confidence_rank,confidence_rank,3,125,HEM_PA97.nii.gz,0,gamma:0.3,29498,7048390,0.004167627543210983,102.88675689697266,0.0034879231825470924,0.011817608028650284,3538841.75,0.5020779967308044,5.3869876865064725e-05,0.005935738794505596
A0_confidence_rank,confidence_rank,3,126,HEM_PA97.nii.gz,1,blur:1.5,279722,6798166,0.03952054679393768,8251.091796875,0.029497472569346428,0.14700758457183838,3530693.5,0.5193597078323364,0.0013877649325877428,0.0741976723074913
A0_confidence_rank,confidence_rank,3,127,CYST_PA69.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,128,CYST_PA69.nii.gz,1,gamma:0.3,435849,6642039,0.061578962951898575,21243.61328125,0.04874076321721077,0.009135776199400425,3517701.0,0.5296115875244141,0.0006401104619726539,0.004887943156063557
A0_confidence_rank,confidence_rank,3,129,HCC_10076307_20130925.nii.gz,0,gamma:0.3,14673,7063215,0.0020730760879814625,24.969104766845703,0.001701704110018909,0.03878020495176315,3538920.0,0.5010352730751038,6.877710984554142e-05,0.01942449063062668
A0_confidence_rank,confidence_rank,3,130,HCC_10076307_20130925.nii.gz,1,blur:1.5,230690,6847198,0.03259305655956268,7284.2744140625,0.03157602995634079,0.11721009761095047,3531660.0,0.5157817602157593,0.001796694821678102,0.05950339511036873
A0_confidence_rank,confidence_rank,3,131,CYST_PA20.nii.gz,0,blur:1.5,7532,7070356,0.001064159208908677,8.132865905761719,0.0010797750437632203,0.2717001140117645,3538935.75,0.5005314946174622,0.0018281714292243123,0.13676413893699646
A0_confidence_rank,confidence_rank,3,132,CYST_PA20.nii.gz,1,gamma:0.3,230686,6847202,0.03259249031543732,10475.728515625,0.04541120305657387,0.0009165661176666617,3528468.75,0.5153154134750366,6.460622535087168e-05,0.0004905861569568515
A0_confidence_rank,confidence_rank,3,133,CYST_PA56.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,134,CYST_PA56.nii.gz,1,blur:1.5,259412,6818476,0.036651045083999634,12435.20703125,0.047936130315065384,0.033219363540410995,3526509.25,0.5171990394592285,0.0013949500862509012,0.017307156696915627
A0_confidence_rank,confidence_rank,3,135,HCC_10136895_20170421.nii.gz,0,blur:1.5,31005,7046883,0.0043805441819131374,105.49566650390625,0.003402537200599909,0.038373589515686035,3538839.25,0.502185046672821,0.012608444318175316,0.02549101784825325
A0_confidence_rank,confidence_rank,3,136,HCC_10136895_20170421.nii.gz,1,gamma:0.3,257228,6820660,0.03634247928857803,9439.25390625,0.03669605776667595,0.006580599118024111,3529505.25,0.5174726843833923,0.00020214323012623936,0.0033913711085915565
A0_confidence_rank,confidence_rank,3,137,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,138,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,5752.94091796875,0.026899367570877075,0.016626672819256783,3533191.5,0.5147408843040466,0.0025945878587663174,0.009610630571842194
A0_confidence_rank,confidence_rank,3,139,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,14.086027145385742,0.003612728090956807,0.007661850191652775,3538931.0,0.5002737641334534,0.007480389438569546,0.00757111981511116
A0_confidence_rank,confidence_rank,3,140,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,13222.333984375,0.05207693576812744,0.005312247667461634,3525722.25,0.5166659355163574,0.0001383608760079369,0.002725304337218404
A0_confidence_rank,confidence_rank,3,141,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,142,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,8968.357421875,0.04118705540895462,0.011086503975093365,3529976.0,0.5145632028579712,0.0010527352569624782,0.006069619674235582
A0_confidence_rank,confidence_rank,3,143,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,144,HEM_PA13.nii.gz,1,gamma:0.3,345692,6732196,0.048841122537851334,14172.2685546875,0.04099680855870247,0.002168640960007906,3524772.25,0.5235694646835327,0.00026433210587128997,0.0012164865620434284
A0_confidence_rank,confidence_rank,3,145,HCC_10142924_20170911.nii.gz,0,gamma:0.3,11022,7066866,0.0015572442207485437,16.235227584838867,0.001472983742132783,0.011040653102099895,3538928.25,0.5007776021957397,0.00011079975229222327,0.0055757262744009495
A0_confidence_rank,confidence_rank,3,146,HCC_10142924_20170911.nii.gz,1,blur:1.5,179460,6898428,0.02535502053797245,11688.35546875,0.06513070315122604,0.014641847461462021,3527256.0,0.5113130211830139,0.000942612998187542,0.007792230229824781
A0_confidence_rank,confidence_rank,3,147,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,148,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,6746.33984375,0.03457622602581978,0.0007352038519456983,3532198.25,0.5131940245628357,6.741317338310182e-05,0.00040130852721631527
A0_confidence_rank,confidence_rank,3,149,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,337.4471435546875,0.007013783324509859,0.004363287705928087,3538607.0,0.5033740997314453,9.110696737479884e-06,0.0021861991845071316
A0_confidence_rank,confidence_rank,3,150,HCC_10147777_20171222.nii.gz,1,blur:1.5,228868,6849020,0.032335635274648666,8984.70703125,0.03925715759396553,0.16822531819343567,3529960.0,0.5153963565826416,0.003598622977733612,0.08591197431087494
A0_confidence_rank,confidence_rank,3,151,HCC_PA0.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,152,HCC_PA0.nii.gz,1,gamma:0.3,1135813,5942075,0.16047343611717224,188333.0,0.1658133864402771,0.0034374829847365618,3350611.5,0.5638790130615234,0.0013938971096649766,0.00241569010540843
A0_confidence_rank,confidence_rank,3,153,CYST_PA37.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,154,CYST_PA37.nii.gz,1,blur:1.5,202150,6875738,0.028560779988765717,6514.08544921875,0.03222401812672615,0.036327965557575226,3532430.5,0.5137529373168945,0.0005149639910086989,0.018421465530991554
A0_confidence_rank,confidence_rank,3,155,ICC_PA18.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,156,ICC_PA18.nii.gz,1,gamma:0.3,831496,6246392,0.11747798323631287,121992.3671875,0.14671431481838226,0.0031322415452450514,3416952.0,0.5470280647277832,0.00045931970817036927,0.001795780612155795
A0_confidence_rank,confidence_rank,3,157,HCC_10081574_20140213.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,1.1587635365128968e-11,1.1587635365128968e-11
A0_confidence_rank,confidence_rank,3,158,HCC_10081574_20140213.nii.gz,1,blur:1.5,217923,6859965,0.030789269134402275,10461.2939453125,0.04800454527139664,0.005475494544953108,3528483.25,0.5143588185310364,0.0014468120643869042,0.003461153246462345
A0_confidence_rank,confidence_rank,3,159,MET_PA19.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,160,MET_PA19.nii.gz,1,gamma:0.3,183634,6894254,0.025944745168089867,4219.3125,0.022976748645305634,0.003637628396973014,3534725.25,0.5127059817314148,7.218754035420716e-05,0.0018549079541116953
A0_confidence_rank,confidence_rank,3,161,HEM_PA24.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,162,HEM_PA24.nii.gz,1,blur:1.5,241542,6836346,0.03412628173828125,6929.01220703125,0.02868657372891903,0.021697964519262314,3532015.5,0.516652524471283,0.0012845888268202543,0.011491276323795319
A0_confidence_rank,confidence_rank,3,163,CYST_PA74.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,164,CYST_PA74.nii.gz,1,gamma:0.3,258931,6818957,0.03658308833837509,11661.591796875,0.04503745213150978,0.0006482806638814509,3527283.0,0.5172760486602783,7.533394091296941e-05,0.00036180729512125254
A0_confidence_rank,confidence_rank,3,165,HEM_PA34.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,166,HEM_PA34.nii.gz,1,blur:1.5,293538,6784350,0.04147254303097725,14137.564453125,0.048162635415792465,0.006196803878992796,3524807.0,0.5195496678352356,0.0006759024690836668,0.0034363530576229095
A0_confidence_rank,confidence_rank,3,167,FNH_PA32.nii.gz,0,blur:1.5,82806,6995082,0.011699252761900425,931.338134765625,0.01124723069369793,0.06835146248340607,3538013.0,0.5057857632637024,1.0715857570176013e-05,0.03418108820915222
A0_confidence_rank,confidence_rank,3,168,FNH_PA32.nii.gz,1,gamma:0.3,284258,6793630,0.04016141593456268,9376.482421875,0.03298581764101982,0.0022775577381253242,3529568.0,0.5195407867431641,1.4892622857587412e-05,0.0011462251422926784
A0_confidence_rank,confidence_rank,3,169,FNH_PA10.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,3,170,FNH_PA10.nii.gz,1,blur:1.5,863052,6214836,0.1219363734126091,110851.6875,0.12844149768352509,0.002374977571889758,3428093.0,0.551598310470581,0.0017189905047416687,0.0020469841547310352
A0_confidence_rank,confidence_rank,3,171,CYST_PA54.nii.gz,0,blur:1.5,84090,6993798,0.011880663223564625,1204.2921142578125,0.014321466907858849,0.030673420056700706,3537740.25,0.5058396458625793,1.6216969015658833e-05,0.015344818122684956
A0_confidence_rank,confidence_rank,3,172,CYST_PA54.nii.gz,1,gamma:0.3,231321,6846567,0.032682206481695175,7036.67822265625,0.030419539660215378,0.001183774322271347,3531907.5,0.5158654451370239,1.9771452571148984e-05,0.0006017728592269123
A0_confidence_rank,confidence_rank,3,173,CYST_PA53.nii.gz,0,gamma:0.3,256227,6821661,0.036201052367687225,10988.005859375,0.042883869260549545,0.0008441623067483306,3527956.5,0.517169713973999,1.961045927600935e-05,0.00043188637937419116
A0_confidence_rank,confidence_rank,3,174,CYST_PA53.nii.gz,1,blur:1.5,395200,6682688,0.05583586543798447,20415.50390625,0.051658663898706436,0.020238542929291725,3518529.0,0.5265140533447266,7.114705658750609e-05,0.01015484519302845
A0_confidence_rank,confidence_rank,3,175,CYST_PA38.nii.gz,0,blur:1.5,48054,7029834,0.0067893136292696,471.3070068359375,0.009807862341403961,0.038929373025894165,3538473.25,0.5033509135246277,4.145749244344188e-06,0.019466759636998177
A0_confidence_rank,confidence_rank,3,176,CYST_PA38.nii.gz,1,gamma:0.3,227620,6850268,0.03215930983424187,6472.423828125,0.02843521535396576,0.0008510570623911917,3532472.0,0.5156691670417786,1.3511823453882243e-05,0.0004322844324633479
A0_confidence_rank,confidence_rank,3,177,HEM_PA66.nii.gz,0,gamma:0.3,50026,7027862,0.007067927625030279,434.0385437011719,0.008676259778439999,0.0020865334663540125,3538510.5,0.5034974217414856,4.185385932942154e-06,0.0010453594150021672
A0_confidence_rank,confidence_rank,3,178,HEM_PA66.nii.gz,1,blur:1.5,240303,6837585,0.033951230347156525,6582.3681640625,0.027391953393816948,0.008007689379155636,3532362.0,0.5166096091270447,3.7175304896663874e-05,0.004022432491183281
A0_confidence_rank,confidence_rank,3,179,HEM_PA56.nii.gz,0,blur:1.5,84305,6993583,0.011911039240658283,890.8877563476562,0.010567436926066875,0.013885791413486004,3538053.75,0.5059000253677368,9.860309546638746e-06,0.006947825662791729
A0_confidence_rank,confidence_rank,3,180,HEM_PA56.nii.gz,1,gamma:0.3,386275,6691613,0.05457489565014839,17199.609375,0.0445268489420414,0.0014370568096637726,3521745.0,0.5262923836708069,2.9043118047411554e-05,0.0007330499356612563
A0_confidence_rank,confidence_rank,4,181,HEM_PA99.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,182,HEM_PA99.nii.gz,1,blur:1.5,396016,6681872,0.055951155722141266,19013.6796875,0.04801240190863609,0.025829805061221123,3519931.0,0.5267881751060486,0.0007231640047393739,0.013276484794914722
A0_confidence_rank,confidence_rank,4,183,HCC_10140276_20170721.nii.gz,0,blur:1.5,31095,7046793,0.0043932595290243626,163.19268798828125,0.005248196888715029,0.0650172159075737,3538781.25,0.5021832585334778,0.00023915842757560313,0.03262818604707718
A0_confidence_rank,confidence_rank,4,184,HCC_10140276_20170721.nii.gz,1,gamma:0.3,182908,6894980,0.025842173025012016,6179.546875,0.03378500044345856,0.002960379933938384,3532765.0,0.5123677253723145,0.00015820378030184656,0.0015592918498441577
A0_confidence_rank,confidence_rank,4,185,HEM_PA97.nii.gz,0,gamma:0.3,29498,7048390,0.004167627543210983,102.88675689697266,0.0034879231825470924,0.010895052924752235,3538841.75,0.5020779967308044,5.0830763939302415e-05,0.005472941789776087
A0_confidence_rank,confidence_rank,4,186,HEM_PA97.nii.gz,1,blur:1.5,279722,6798166,0.03952054679393768,8251.091796875,0.029497472569346428,0.11590301245450974,3530693.5,0.5193597078323364,0.002271033590659499,0.05908702313899994
A0_confidence_rank,confidence_rank,4,187,CYST_PA69.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,188,CYST_PA69.nii.gz,1,gamma:0.3,435849,6642039,0.061578962951898575,21243.61328125,0.04874076321721077,0.007806087378412485,3517701.0,0.5296115875244141,0.0006674873875454068,0.004236787557601929
A0_confidence_rank,confidence_rank,4,189,HCC_10076307_20130925.nii.gz,0,gamma:0.3,14673,7063215,0.0020730760879814625,24.969104766845703,0.001701704110018909,0.01944577321410179,3538920.0,0.5010352730751038,0.00027338412473909557,0.009859578683972359
A0_confidence_rank,confidence_rank,4,190,HCC_10076307_20130925.nii.gz,1,blur:1.5,230690,6847198,0.03259305655956268,7284.2744140625,0.03157602995634079,0.07049312442541122,3531660.0,0.5157817602157593,0.002935132011771202,0.03671412914991379
A0_confidence_rank,confidence_rank,4,191,CYST_PA20.nii.gz,0,blur:1.5,7532,7070356,0.001064159208908677,8.132865905761719,0.0010797750437632203,0.1417522132396698,3538935.75,0.5005314946174622,0.0022665346041321754,0.07200937718153
A0_confidence_rank,confidence_rank,4,192,CYST_PA20.nii.gz,1,gamma:0.3,230686,6847202,0.03259249031543732,10475.728515625,0.04541120305657387,0.0004504676617216319,3528468.75,0.5153154134750366,0.00017371766443829983,0.00031209265580400825
A0_confidence_rank,confidence_rank,4,193,CYST_PA56.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,194,CYST_PA56.nii.gz,1,blur:1.5,259412,6818476,0.036651045083999634,12435.20703125,0.047936130315065384,0.012632648460566998,3526509.25,0.5171990394592285,0.00236108829267323,0.007496868260204792
A0_confidence_rank,confidence_rank,4,195,HCC_10136895_20170421.nii.gz,0,blur:1.5,31005,7046883,0.0043805441819131374,105.49566650390625,0.003402537200599909,0.028813226148486137,3538839.25,0.502185046672821,0.013097326271235943,0.020955275744199753
A0_confidence_rank,confidence_rank,4,196,HCC_10136895_20170421.nii.gz,1,gamma:0.3,257228,6820660,0.03634247928857803,9439.25390625,0.03669605776667595,0.004696917254477739,3529505.25,0.5174726843833923,0.0002014009078266099,0.0024491590447723866
A0_confidence_rank,confidence_rank,4,197,MET_PA13.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,198,MET_PA13.nii.gz,1,blur:1.5,213869,6864019,0.030216500163078308,5752.94091796875,0.026899367570877075,0.010776783339679241,3533191.5,0.5147408843040466,0.0037720955442637205,0.007274439558386803
A0_confidence_rank,confidence_rank,4,199,HCC_10074592_20130816.nii.gz,0,blur:1.5,3899,7073989,0.0005508705507963896,14.086027145385742,0.003612728090956807,0.00425010034814477,3538931.0,0.5002737641334534,0.009441271424293518,0.0068456856533885
A0_confidence_rank,confidence_rank,4,200,HCC_10074592_20130816.nii.gz,1,gamma:0.3,253900,6823988,0.035872284322977066,13222.333984375,0.05207693576812744,0.002958624856546521,3525722.25,0.5166659355163574,0.0002004671550821513,0.0015795460203662515
A0_confidence_rank,confidence_rank,4,201,CYST_PA19.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,202,CYST_PA19.nii.gz,1,blur:1.5,217747,6860141,0.030764402821660042,8968.357421875,0.04118705540895462,0.00781377125531435,3529976.0,0.5145632028579712,0.0015488159842789173,0.004681293852627277
A0_confidence_rank,confidence_rank,4,203,HEM_PA13.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,204,HEM_PA13.nii.gz,1,gamma:0.3,345692,6732196,0.048841122537851334,14172.2685546875,0.04099680855870247,0.0013690571067854762,3524772.25,0.5235694646835327,0.0005103694275021553,0.0009397132671438158
A0_confidence_rank,confidence_rank,4,205,HCC_10142924_20170911.nii.gz,0,gamma:0.3,11022,7066866,0.0015572442207485437,16.235227584838867,0.001472983742132783,0.003070921404287219,3538928.25,0.5007776021957397,0.00014484986604657024,0.0016078855842351913
A0_confidence_rank,confidence_rank,4,206,HCC_10142924_20170911.nii.gz,1,blur:1.5,179460,6898428,0.02535502053797245,11688.35546875,0.06513070315122604,0.009316335432231426,3527256.0,0.5113130211830139,0.001373535254970193,0.005344935227185488
A0_confidence_rank,confidence_rank,4,207,MET_PA25.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,208,MET_PA25.nii.gz,1,gamma:0.3,195115,6882773,0.02756683900952339,6746.33984375,0.03457622602581978,0.0007048731786198914,3532198.25,0.5131940245628357,0.00014120624109636992,0.0004230397171340883
A0_confidence_rank,confidence_rank,4,209,HCC_10147777_20171222.nii.gz,0,gamma:0.3,48112,7029776,0.006797507870942354,337.4471435546875,0.007013783324509859,0.0031633093021810055,3538607.0,0.5033740997314453,2.2233913114177994e-05,0.001592771615833044
A0_confidence_rank,confidence_rank,4,210,HCC_10147777_20171222.nii.gz,1,blur:1.5,228868,6849020,0.032335635274648666,8984.70703125,0.03925715759396553,0.10260114818811417,3529960.0,0.5153963565826416,0.004191594198346138,0.05339637026190758
A0_confidence_rank,confidence_rank,4,211,HCC_PA0.nii.gz,0,blur:1.5,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,212,HCC_PA0.nii.gz,1,gamma:0.3,1135813,5942075,0.16047343611717224,188333.0,0.1658133864402771,0.0024123096372932196,3350611.5,0.5638790130615234,0.001648038742132485,0.002030174247920513
A0_confidence_rank,confidence_rank,4,213,CYST_PA37.nii.gz,0,gamma:0.3,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,214,CYST_PA37.nii.gz,1,blur:1.5,202150,6875738,0.028560779988765717,6514.08544921875,0.03222401812672615,0.01711752451956272,3532430.5,0.5137529373168945,0.0011093850480392575,0.009113455191254616
